"FullName","Name","Size","Itemtype","Datemodified","Datecreated","Dateaccessed","Perceivedtype","Kind","Contributingartists","Album","Year","Genre","Conductors","Tags","Rating","Artist","Title","Track","Time","Bitrate","Ccaddresses","From"
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Jim Carroll Band - People Who Died ( LP Version ).mp3","Jim Carroll Band - People Who Died ( LP Version ).mp3","4.57 MB","MP3 Format Sound","2/17/2015 12:25 PM","10/3/2012 10:36 PM","3/27/2013 1:53 PM","Audio","Music","Jim Carroll Band","~Mix - Chris - CD4","2001","Rock","","","Unrated","Jim Carroll Band","Jim Carroll Band - People Who Died ( LP Version )","7","00:04:59","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Johnny Cash - Personal Jesus [Album Version].mp3","Johnny Cash - Personal Jesus [Album Version].mp3","3.04 MB","MP3 Format Sound","2/25/2015 1:16 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Johnny Cash","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Johnny Cash","Johnny Cash - Personal Jesus [Album Version]","8","00:03:19","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kaiser Chiefs - Everyday I Love You Less and Less.mp3","Kaiser Chiefs - Everyday I Love You Less and Less.mp3","3.35 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:54 PM","Audio","Music","Kaiser Chiefs","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kaiser Chiefs","Kaiser Chiefs - Everyday I Love You Less and Less","9","00:03:39","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kaiser Chiefs - I Predict A Riot.mp3","Kaiser Chiefs - I Predict A Riot.mp3","3.56 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:54 PM","Audio","Music","Kaiser Chiefs","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kaiser Chiefs","Kaiser Chiefs - I Predict A Riot","10","00:03:53","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kaiser Chiefs - Oh My God.mp3","Kaiser Chiefs - Oh My God.mp3","3.28 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:54 PM","Audio","Music","Kaiser Chiefs","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kaiser Chiefs","Kaiser Chiefs - Oh My God","11","00:03:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kasabian - Club Foot [Video Edit].mp3","Kasabian - Club Foot [Video Edit].mp3","3.27 MB","MP3 Format Sound","2/25/2015 1:16 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Kasabian","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kasabian","Kasabian - Club Foot [Video Edit]","13","00:03:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kasabian - Club Foot.mp3","Kasabian - Club Foot.mp3","3.27 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:56 PM","Audio","Music","Kasabian","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kasabian","Kasabian - Club Foot","12","00:03:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kasabian - L.S.F..mp3","Kasabian - L.S.F..mp3","3.02 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:55 PM","Audio","Music","Kasabian","~Mix - Chris - CD4","2001","Alternative","","","Unrated","Kasabian","Kasabian - L.S.F.","14","00:03:17","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Kula Shaker - Hush [Album Version].mp3","Kula Shaker - Hush [Album Version].mp3","2.67 MB","MP3 Format Sound","2/17/2015 12:25 PM","10/3/2012 10:36 PM","3/27/2013 1:56 PM","Audio","Music","Kula Shaker","~Mix - Chris - CD4","2001","Rock","","","Unrated","Kula Shaker","Kula Shaker - Hush [Album Version]","16","00:02:54","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\Lipps Inc. - Funkytown [Long Version].mp3","Lipps Inc. - Funkytown [Long Version].mp3","7.16 MB","MP3 Format Sound","2/17/2015 12:25 PM","10/3/2012 10:36 PM","3/27/2013 1:56 PM","Audio","Music","Lipps Inc.","~Mix - Chris - CD4","2001","Disco","","","Unrated","Lipps Inc.","Lipps Inc. - Funkytown [Long Version]","17","00:07:49","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\The Killers - Somebody Told Me [Album Version].mp3","The Killers - Somebody Told Me [Album Version].mp3","3.02 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:57 PM","Audio","Music","The Killers","~Mix - Chris - CD4","2001","Alternative","","","Unrated","The Killers","The Killers - Somebody Told Me [Album Version]","15","00:03:17","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\The Mars Volta - inertiatic esp.mp3","The Mars Volta - inertiatic esp.mp3","4.03 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:57 PM","Audio","Music","The Mars Volta","~Mix - Chris - CD4","2001","Alternative","","","Unrated","The Mars Volta","The Mars Volta - inertiatic esp","19","00:04:23","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD4\The Mars Volta - son et lumiere.mp3","The Mars Volta - son et lumiere.mp3","1.45 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:57 PM","Audio","Music","The Mars Volta","~Mix - Chris - CD4","2001","Alternative","","","Unrated","The Mars Volta","The Mars Volta - son et lumiere","18","00:01:35","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Modest Mouse - Bury Me With It.mp3","Modest Mouse - Bury Me With It.mp3","3.51 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:58 PM","Audio","Music","Modest Mouse","~Mix - Chris - CD5","2004","Alternative","","","Unrated","Modest Mouse","Modest Mouse - Bury Me With It","4","00:03:49","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Modest Mouse - Float On [Album Version].mp3","Modest Mouse - Float On [Album Version].mp3","3.18 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:58 PM","Audio","Music","Modest Mouse","~Mix - Chris - CD5","2004","Alternative","","","Unrated","Modest Mouse","Modest Mouse - Float On [Album Version]","3","00:03:28","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Neds Atomic Dustbin - Happy.mp3","Neds Atomic Dustbin - Happy.mp3","3.59 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:58 PM","Audio","Music","Neds Atomic Dustbin","~Mix - Chris - CD5","2004","Alternative","","","Unrated","Neds Atomic Dustbin","Neds Atomic Dustbin - Happy","5","00:03:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Nirvana - All Apologies [Live Version].mp3","Nirvana - All Apologies [Live Version].mp3","3.44 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Nirvana","~Mix - Chris - CD5","2004","Alternative","","","Unrated","Nirvana","Nirvana - All Apologies [Live Version]","6","00:03:45","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\OutKast - Hey Ya!.mp3","OutKast - Hey Ya!.mp3","3.59 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:59 PM","Audio","Music","OutKast","~Mix - Chris - CD5","2004","Hip-Hop","","","Unrated","OutKast","OutKast - Hey Ya!","8","00:03:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Pulp - Common People.mp3","Pulp - Common People.mp3","5.37 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:59 PM","Audio","Music","Pulp","~Mix - Chris - CD5","2004","Alternative","","","Unrated","Pulp","Pulp - Common People","10","00:05:51","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Another One Bites The Dust [Album Version].mp3","Queen - Another One Bites The Dust [Album Version].mp3","3.31 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Another One Bites The Dust [Album Version]","13","00:03:36","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Bicycle Race [Album Version].mp3","Queen - Bicycle Race [Album Version].mp3","2.79 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:59 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Bicycle Race [Album Version]","17","00:03:02","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Crazy Little Thing Called Love [Album Version].mp3","Queen - Crazy Little Thing Called Love [Album Version].mp3","2.50 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:59 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Crazy Little Thing Called Love [Album Version]","19","00:02:43","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Fat Bottomed Girls [Album Version].mp3","Queen - Fat Bottomed Girls [Album Version].mp3","3.91 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Fat Bottomed Girls [Album Version]","16","00:04:16","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Killer Queen [Album Version].mp3","Queen - Killer Queen [Album Version].mp3","2.76 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Killer Queen [Album Version]","14","00:03:01","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Somebody To Love [Album Version].mp3","Queen - Somebody To Love [Album Version].mp3","4.53 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Somebody To Love [Album Version]","15","00:04:56","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - We Are The Champions [Album Version].mp3","Queen - We Are The Champions [Album Version].mp3","2.76 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:57 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - We Are The Champions [Album Version]","12","00:03:00","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - We Will Rock You [Album Version].mp3","Queen - We Will Rock You [Album Version].mp3","1.87 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:58 PM","8/28/2015 10:57 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - We Will Rock You [Album Version]","11","00:02:02","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\Queen - Youre My Best Friend [Album Version].mp3","Queen - Youre My Best Friend [Album Version].mp3","2.62 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 1:59 PM","Audio","Music","Queen","~Mix - Chris - CD5","2004","Rock","","","Unrated","Queen","Queen - Youre My Best Friend [Album Version]","18","00:02:51","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\The Mars Volta - eriatarka.mp3","The Mars Volta - eriatarka.mp3","5.80 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 1:57 PM","Audio","Music","The Mars Volta","~Mix - Chris - CD5","2004","Alternative","","","Unrated","The Mars Volta","The Mars Volta - eriatarka","1","00:06:20","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\The Mars Volta - The Widow.mp3","The Mars Volta - The Widow.mp3","3.08 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","11/27/2016 10:13 PM","Audio","Music","The Mars Volta","~Mix - Chris - CD5","2004","Alternative","","","Unrated","The Mars Volta","The Mars Volta - The Widow","2","00:03:21","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\The Nixons - Sister.mp3","The Nixons - Sister.mp3","4.10 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:01 PM","Audio","Music","The Nixons","~Mix - Chris - CD5","2004","Alternative","","","Unrated","The Nixons","The Nixons - Sister","7","00:04:29","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD5\The Posies - Dream All Day.mp3","The Posies - Dream All Day.mp3","2.82 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:01 PM","Audio","Music","The Posies","~Mix - Chris - CD5","2004","Alternative","","","Unrated","The Posies","The Posies - Dream All Day","9","00:03:04","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Queen - Dont Stop Me Now [Album Version].mp3","Queen - Dont Stop Me Now [Album Version].mp3","3.22 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:01 PM","Audio","Music","Queen","~Mix - Chris - CD6","","Rock","","","Unrated","Queen","Queen - Dont Stop Me Now [Album Version]","1","00:03:30","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Queen - Good Old Fashioned Lover Boy [Album Version].mp3","Queen - Good Old Fashioned Lover Boy [Album Version].mp3","2.68 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:01 PM","Audio","Music","Queen","~Mix - Chris - CD6","","Rock","","","Unrated","Queen","Queen - Good Old Fashioned Lover Boy [Album Version]","2","00:02:55","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Romeo Void - A Girl In Trouble (Is A Temporary Thing).mp3","Romeo Void - A Girl In Trouble (Is A Temporary Thing).mp3","3.93 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:01 PM","Audio","Music","Romeo Void","~Mix - Chris - CD6","1992","Pop","","","Unrated","Romeo Void","Romeo Void - A Girl In Trouble (Is A Temporary Thing)","3","00:04:17","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Rooney - Im Shakin [Album Version].mp3","Rooney - Im Shakin [Album Version].mp3","3.27 MB","MP3 Format Sound","2/25/2015 1:16 PM","8/28/2015 10:58 PM","8/28/2015 10:58 PM","Audio","Music","Rooney","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Rooney","Rooney - Im Shakin [Album Version]","4","00:03:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Screaming Trees - Nearly Lost You [Album Version].mp3","Screaming Trees - Nearly Lost You [Album Version].mp3","3.75 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:58 PM","8/28/2015 10:58 PM","Audio","Music","Screaming Trees","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Screaming Trees","Screaming Trees - Nearly Lost You [Album Version]","5","00:04:05","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Screaming Trees - No One Knows [Album Version].mp3","Screaming Trees - No One Knows [Album Version].mp3","4.73 MB","MP3 Format Sound","2/17/2015 12:26 PM","8/28/2015 10:58 PM","8/28/2015 10:58 PM","Audio","Music","Screaming Trees","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Screaming Trees","Screaming Trees - No One Knows [Album Version]","6","00:05:10","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\SR-71 - Fame (What Shes Wanting).mp3","SR-71 - Fame (What Shes Wanting).mp3","2.54 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:02 PM","Audio","Music","SR-71","~Mix - Chris - CD6","1992","Alternative","","","Unrated","SR-71","SR-71 - Fame (What Shes Wanting)","8","00:02:46","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Stereo MCs - Connected.mp3","Stereo MCs - Connected.mp3","4.79 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:03 PM","Audio","Music","Stereo MCs","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Stereo MCs","Stereo MCs - Connected","9","00:05:14","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Stereophonics - Dakota.mp3","Stereophonics - Dakota.mp3","4.54 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:03 PM","Audio","Music","Stereophonics","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Stereophonics","Stereophonics - Dakota","11","00:04:57","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Stereophonics - Superman.mp3","Stereophonics - Superman.mp3","4.70 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:03 PM","Audio","Music","Stereophonics","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Stereophonics","Stereophonics - Superman","10","00:05:07","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Tears for Fears - Mothers Talk.mp3","Tears for Fears - Mothers Talk.mp3","3.93 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","10/3/2012 10:36 PM","Audio","Music","Tears for Fears","~Mix - Chris - CD6","","Pop","","","Unrated","Tears for Fears","Tears for Fears - Mothers Talk","16","00:04:18","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\The Shins - So Says I.mp3","The Shins - So Says I.mp3","2.57 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:04 PM","Audio","Music","The Shins","~Mix - Chris - CD6","1992","Alternative","","","Unrated","The Shins","The Shins - So Says I","7","00:02:48","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\The Stills - Lola Stars and Stripes (Album Version).mp3","The Stills - Lola Stars and Stripes (Album Version).mp3","3.51 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:04 PM","Audio","Music","The Stills","~Mix - Chris - CD6","1992","Alternative","","","Unrated","The Stills","The Stills - Lola Stars and Stripes (Album Version)","12","00:03:50","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\The Stone Roses - Fools Gold.mp3","The Stone Roses - Fools Gold.mp3","3.91 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:04 PM","Audio","Music","The Stone Roses","~Mix - Chris - CD6","1992","Alternative","","","Unrated","The Stone Roses","The Stone Roses - Fools Gold","13","00:04:16","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\The Stone Roses - I Wanna Be Adored.mp3","The Stone Roses - I Wanna Be Adored.mp3","4.47 MB","MP3 Format Sound","2/17/2015 12:26 PM","10/3/2012 10:36 PM","3/27/2013 2:05 PM","Audio","Music","The Stone Roses","~Mix - Chris - CD6","1992","Alternative","","","Unrated","The Stone Roses","The Stone Roses - I Wanna Be Adored","14","00:04:53","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\The Strokes - Reptilia.mp3","The Strokes - Reptilia.mp3","3.28 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:05 PM","Audio","Music","The Strokes","~Mix - Chris - CD6","1992","Alternative","","","Unrated","The Strokes","The Strokes - Reptilia","15","00:03:34","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Three Days Grace - I Hate Everything About You.mp3","Three Days Grace - I Hate Everything About You.mp3","3.53 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:05 PM","Audio","Music","Three Days Grace","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Three Days Grace","Three Days Grace - I Hate Everything About You","17","00:03:51","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD6\Throwing Muses - Counting Backwards.mp3","Throwing Muses - Counting Backwards.mp3","2.99 MB","MP3 Format Sound","2/17/2015 12:27 PM","10/3/2012 10:36 PM","3/27/2013 2:06 PM","Audio","Music","Throwing Muses","~Mix - Chris - CD6","1992","Alternative","","","Unrated","Throwing Muses","Throwing Muses - Counting Backwards","18","00:03:16","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The Vines - Ride [Radio Mix].mp3","The Vines - Ride [Radio Mix].mp3","2.40 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:06 PM","Audio","Music","The Vines - Ride [Radio Mix]","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The Vines - Ride [Radio Mix]","The Vines - Ride [Radio Mix]","4","00:02:37","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The Von Bondies - Broken Man (Album Version).mp3","The Von Bondies - Broken Man (Album Version).mp3","1.97 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:06 PM","Audio","Music","The Von Bondies","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The Von Bondies","The Von Bondies - Broken Man (Album Version)","5","00:02:08","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Ball And Biscuit.mp3","The White Stripes - Ball And Biscuit.mp3","6.70 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Ball And Biscuit","16","00:07:19","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Black Math.mp3","The White Stripes - Black Math.mp3","2.81 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Black Math","10","00:03:03","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Hypnotize.mp3","The White Stripes - Hypnotize.mp3","1.66 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Hypnotize","19","00:01:48","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - I Just Dont Know What To Do With Myself.mp3","The White Stripes - I Just Dont Know What To Do With Myself.mp3","2.54 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - I Just Dont Know What To Do With Myself","12","00:02:46","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - I Want To Be The Boy To Warm Your Mothers Heart.mp3","The White Stripes - I Want To Be The Boy To Warm Your Mothers Heart.mp3","3.06 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - I Want To Be The Boy To Warm Your Mothers Heart","14","00:03:20","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - In The Cold, Cold, Night.mp3","The White Stripes - In The Cold, Cold, Night.mp3","2.72 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - In The Cold, Cold, Night","13","00:02:58","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Little Acorns.mp3","The White Stripes - Little Acorns.mp3","3.80 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Little Acorns","18","00:04:09","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Seven Nation Army.mp3","The White Stripes - Seven Nation Army.mp3","3.54 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Seven Nation Army","9","00:03:51","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - The Air Near My Fingers.mp3","The White Stripes - The Air Near My Fingers.mp3","3.36 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - The Air Near My Fingers","20","00:03:40","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - The Hardest Button To Button.mp3","The White Stripes - The Hardest Button To Button.mp3","3.24 MB","MP3 Format Sound","2/25/2015 1:16 PM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - The Hardest Button To Button","17","00:03:32","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Theres No Home For You Here.mp3","The White Stripes - Theres No Home For You Here.mp3","3.41 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Theres No Home For You Here","11","00:03:43","?128kbps","",""
"\\home.local\allfiles\media\music\cds\From Chris M\CD7\The White Stripes - Youre Pretty Good Looking [For A Girl].mp3","The White Stripes - Youre Pretty Good Looking [For A Girl].mp3","1.68 MB","MP3 Format Sound","3/13/2015 10:34 AM","10/3/2012 10:36 PM","3/27/2013 2:07 PM","Audio","Music","The White Stripes","~Mix - Chris - CD7","2005","Alternative","","","Unrated","The White Stripes","The White Stripes - Youre Pretty Good Looking [For A Girl]","8","00:01:49","?128kbps","",""
